Product - ERP Catalog Number,Primary DI Number,Description
SK4512-45-2,No Primary DI Number found,No description found
SK3525-28-2,No Primary DI Number found,No description found
I4C-0055 MCA AAP IMPLANTATE,869164000000,No Description
SK 4525-36-2 MCA AAP IMPLANTATE AG,869164000000,No Description
SK 3525-32,4042409203015,"LOQTEQ® Cortical Screw 3.5, T15, self-tapping, L 32"
SK 4525-32-2 MCA AAP,869164000000,No Description
SK-4526-75-2,No Primary DI Number found,No description found
PA-4531-08-2,No Primary DI Number found,No description found
I4C-0020,No Primary DI Number found,No description found
PU,L502BSB2158,"Anti-PU.1 is a rabbit monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5"
2512-40-2,4042409261428,"Cortical Screw 2.5, small head T8, self-tapp. L 40"
SK3510-28-2,No Primary DI Number found,No description found
SK3525-18-2 MCA AAP IMPLANTATE,869164000000,No Description
PH,4046964290169,HELP ACETATE BUFFER 4.85  US 3000ML
SK 3525-20-2 MCA AAP IMPLANTATE,869164000000,No Description
2410-35,810041638045,No Description
PG4556-08-2 MCA AAP IMPLANTATE AG,869164000000,No Description
2530-20-2,4042409363016,"LOQTEQ® VA Cortical Screw 2.5, T8, L 20 Titanium"
SK 2530-14,4042409362989,"LOQTEQ® VA Cortical Screw 2.5, T8, L 14 Titanium"
PR,D948PBXPRN251,".07v taper NiTi reciprocating endodontic file, size primary, 25mm length"
PH-3531-03-02,No Primary DI Number found,No description found
PH3521-02-2,No Primary DI Number found,No description found
02-02-3531,4042409283703,"LOQTEQ® Olecranon Plate, 2 holes, L 86, R"
3510-14-2,4042409256707,"LOQTEQ® Prox. Humerus Plate 3.5, 14 holes, L 221 Titanium"
SK-2726-34-2,No Primary DI Number found,No description found
SK-2726-38-2,No Primary DI Number found,No description found
SK2530-22-2,No Primary DI Number found,No description found
SK2530-24-2,No Primary DI Number found,No description found
ICO-T402,No Primary DI Number found,No description found
14FK20,No Primary DI Number found,No description found
11FK45,No Primary DI Number found,No description found
003P76025 MCA ABBOTT,869164000000,No Description
003P92025 MCA ABBOT,869164000000,No Description
006P23025 MCA ABBOT,869164000000,No Description
D-AVSE-CBL22 MCA ST JUDE MEDICAL,10884389264942,ST. JUDE DRESSING TRAY
004J7117,No Primary DI Number found,No description found
 003P85025 MCA ABBOT,869164000000,No Description
 003P88025 MCA ABBOT,869164000000,No Description
ES18802 MCA ABBOT,869164000000,No Description
009P31025 MCA ABBOTT,869164000000,No Description
004J7110,No Primary DI Number found,No description found
9N77090,No Primary DI Number found,No description found
004J7175,No Primary DI Number found,No description found
004J7180,No Primary DI Number found,No description found
004J7145,No Primary DI Number found,No description found
9N77080,No Primary DI Number found,No description found
006K1224,No Primary DI Number found,No description found
004J7120,No Primary DI Number found,No description found
004J7160,No Primary DI Number found,No description found
004J7130,No Primary DI Number found,No description found
004J7170,No Primary DI Number found,No description found
009N8210,No Primary DI Number found,No description found
41FK10,No Primary DI Number found,No description found
 003P87025 ABBOTT,10817405021373,U-Screen Squared Integrated CLIA Waived Cup with Adulterants (CR/pH/OX/SG/Ni) 11 Panel Drug Test Cup(AMP500/BAR300/BZO300/BUP10/THC50/COC150/MTD300/MET500/MDMA500/MOP300/OXY100)
710030,840733101779,"The ImmunoCard H. pylori enzyme immunoassay (EIA) is an in vitro qualitative procedure for the detection of IgG to Helicobacter pylori in human serum, plasma, or whole blood.  Test results are intended to aid in the diagnosis of H. pylori infection.  The ImmunoCard H. pylori assay may be performed in clinical laboratories and physician's offices."
003P88025,No Primary DI Number found,No description found
41FK11,No Primary DI Number found,No description found
C408536,5414734030403,Introducer; 6F-ACT
404577,5414734004527,No Description
79,4251725202385,FORCEPS WISDOMS #79
-610132,5700574033828,SureFISH Xp11.22 123kb RD6
2078175,8717648176685,"Hi-Torque Command ES Guide Wire .014"" 300 cm"
401641,10649111091186,SCREW DRIVER PHILIPS 8 INCHES
401642,10818207022414,No Description
1009666J,8717648118777,HI-TORQUE BALANCE MIDDLEWEIGHT UNIVERSAL II Guide Wire J Tip Pak w/o Markers  190 cm
1012454-15,8717648152115,NC TREK Coronary Dilatation Catheter 4.5 mm x 15 mm / Rapid-Exchange
82090-01,8717648010262,XACT Carotid Stent System 8.0 mm x 40 mm Tapered
405108,880304542211,No Description
405112,5415067040893,Peel-Away Introducer
PM2172 MCA.. ST. JUDE MEDICAL.,10884389264942,ST. JUDE DRESSING TRAY
1011834HJ,8717648116094,HI-TORQUE WHISPER ES Guide Wire .014 J Tip 3.0 cm x 190 cm
1010482-H,8717648073892,HI-TORQUE PILOT 200 Guide Wire .014 Straight Tip 3.0 cm x 190 cm
402543,No Primary DI Number found,No description found
402124,B095402124,H2 FLAT CUT TALAR COMPONENT LEFT - SIZE 4
IBI-85954,5414734309332,No Description
IBI-81102,5414734302968,No Description
IBI-83365,5414734306928,Ablation Catheter
IBI-81483,5414734304368,No Description
12673-05,No Primary DI Number found,No description found
C408646,183739000654,Imaging Catheter
404570,5414734004503,No Description
85785,5414734258616,Irrigation Pump Tubing Set
-610133,5700574033828,SureFISH Xp11.22 123kb RD6
407200,10351688072023,No Description
406840 MCA.ST.JUDE MEDICAL,6945121406550,No Description
D-AVHD-DF16 MCA ST JUDE MEDICAL,10884389264942,ST. JUDE DRESSING TRAY
IBI-81202,5414734303439,No Description
EN0020-P,5415067041715,Surface Electrode Kit
IBI-85931,5414734309172,No Description
1500350-28,No Primary DI Number found,No description found
1012595,8717648175053,"Hi-Torque Connect 250T Guide Wire .018"" 300 cm"
21AHPJ-505,5414734006002,Aortic HP Rotatable Mechanical Heart Valve
1009667,8717648118746,HI-TORQUE BALANCE MIDDLEWEIGHT UNIVERSAL II Guide Wire Straight Tip Pak w/o Markers  300 cm
1013731,8717648212130,"Hi-Torque Command 18 ST Guide Wire .018"" 10 cm / 4 g, 300 cm"
408314,5414734206181,No Description
401980,5414734206679,No Description
401451,10841898114267,"Supreme Diagnostic EP Catheter, 6F"
408310,5414734206105,No Description
A701157,5415067011497,No Description
A701125,5415067011114,No Description
 407206 MCA.ST.JUDE MEDICAL,884450407202,No Description
406104,10816339022289,"60"" NICU Enteral Extension Set with Orange Color Coded Tubing with an Enteral Only Adapter, Stopcock, Slide Clamp, and ""For Enteral Feeding Only"" Tag.  Lipid Resistant, Non-DEHP PVC tubing and Latex Free.  Approximate Priming Volume:  2.0ml"
1008193-15,8717648056970,VIATRAC 14 Plus Peripheral Dilatation Catheter 5.0 mm x 15 mm x 135 cm
82086-01,8717648010224,XACT Carotid Stent System 9.0 mm x 40 mm Tapered
PM2272,5414734509589,Pulse Generator
405116,887868503504,No Description
401972,5414734206600,No Description
1500250-18,No Primary DI Number found,No description found
1500250-28,No Primary DI Number found,No description found
IBI 83719,749756916042,DR SALIBI LUMBAR/CERVICAL PACK
4051L,840096200256,No Description
1012592 MCA.ABBOTT VASCULAR,8717648175022,"Hi-Torque Connect Flex Guide Wire .018"" 300 cm"
1500250-15,No Primary DI Number found,No description found
1500350-15,No Primary DI Number found,No description found
1500400-28,No Primary DI Number found,No description found
1014261-040,No Primary DI Number found,No description found
B2060-080,8717648155284,Armada 35 PTA Catheter 6 mm x 80 mm x 135 cm / Over-The-Wire
511211,4048551325490,"Scissors, curved, 11 cm"
406120,5414734008266,No Description
IBI-81472,5414734304306,No Description
406116,5414734013970,No Description
1500275-18,No Primary DI Number found,No description found
401764,5414734022521,No Description
82094-01 MCA ABBOTT VASCULAR,869164000000,No Description
1008197-20,8717648057144,VIATRAC 14 Plus Peripheral Dilatation Catheter 6.0 mm x 20 mm x 135 cm
1013753,8717648211980,"Hi-Torque Command 18 LT Guide Wire .018"" 25 cm / 4 g, 300 cm"
IBI-85641,5414734308755,Electrophysiology Cable
1500300-28,No Primary DI Number found,No description found
C407698,5415067009692,Hemostasis Introducer
12056,843471139646,SMILE GUARD KIT
1012274-15,8717648138430,TREK Coronary Dilatation Catheter 3.0 mm x 15 mm / Rapid-Exchange
1012451-20,8717648151996,NC TREK Coronary Dilatation Catheter 3.5 mm x 20 mm / Rapid-Exchange
1008189-15,8717648056819,VIATRAC 14 Plus Peripheral Dilatation Catheter 4.0 mm x 15 mm x 135 cm
22438-19,8717648137754,Emboshield NAV6 Embolic Protection System 7.2 mm x 190 cm
EX1151,5414734507011,Wireless USB Adapter for use with Merlin@home Transmitter
EX1150,5414734504799,Transmitter
#REF!,5700574033828,SureFISH Xp11.22 123kb RD6
B2080-080,8717648155451,Armada 35 PTA Catheter 8 mm x 80 mm x 135 cm / Over-The-Wire
1005206,8717648014062,HI-TORQUE SPARTACORE 14 Peripheral Guide Wire .014 10 cm x 300 cm
9-PFO-025,811806011288,No Description
401915,10841898111556,"Livewire Steerable Diagnostic EP Catheter, 6F"
1012276-20,8717648138584,TREK Coronary Dilatation Catheter 3.50 mm x 20 mm / Rapid-Exchange
610132,887482112830,"Symmetry® Forceps, Bellucci Alligator, 8.0 mm Jaws, Finely Serrated, 75 mm Shaft, 5 1/4 in"
D-AVHD-DF16,10841898130731,"Advisor HD Grid Sensor Enabled High Density Mapping Catheter, 110 cm"
IBI-85953,5414734309318,No Description
DS-TV45X45-12F-080,No Primary DI Number found,No description found
406840,5414734203340,Transseptal Guiding Introducer
2088TC,No Primary DI Number found,No description found
1011834H,8717648116100,HI-TORQUE WHISPER ES Guide Wire .014 StraightTip 3.0 cm x 190 cm
03P76-25,10054749000040,EG7+ CARTRIDGE
408310 MCA. ST.JUDE MEDICAL,869164000000,No Description
IBI,5414734210522,GenConnect Kit IBI
1804-s,30051131275936,"3M™ VFlex™ Health Care Particulate Respirator and Surgical Mask 1804S, N95 Small"
A18H077,No Primary DI Number found,No description found
1120300-38,No Primary DI Number found,No description found
1012449-15 MCA.ABBOTT,8717648151873,NC TREK Coronary Dilatation Catheter 3.0 mm x 15 mm / Rapid-Exchange
1011836,8717648144080,HI-TORQUE PROGRESS 40 Guide Wire .014 Straight Tip 3.0 cm x 190 cm
1948-58 MCA ST JUDE MEDICAL,10884389264942,ST. JUDE DRESSING TRAY
4051A,No Primary DI Number found,No description found
PM2172,5414734509602,Pulse Generator
S-1505,10885403175497,"SHADOW-LINE SPINAL DISTRACTION DRILL GUIDE, RIGHT FOR S-0087, S-0104 & S-0109"
C408645,183739000647,Imaging Catheter
C12059,5415067025715,Guidewire
C12058,5414734055772,Guidewire Mounted Sensor
1258T-86,5414734502610,Left Heart Lead
1012268-15U,8717648176562,MINI TREK Coronary Dilatation Catheter 1.20 mm x 15 mm / Rapid-Exchange
1011840,8717648144127,HI-TORQUE PROGRESS 140T Guide Wire .014 Straight Tip 3.0 cm x 190 cm
PM2152,No Primary DI Number found,No description found
J3FC-FS150-035,No Primary DI Number found,No description found
2088TC-52,5414734502887,Pacing Lead
PM1172,5414734509596,Pulse Generator
407206,5414734205122,Transseptal Needle
IBI-83719,5414734308335,Ablation Catheter
 RFDE-10,5415067029027,Disposable Radiofrequency Electrode
DS-TV45X45-14F-080,No Primary DI Number found,No description found
9-GW-002,811806010724,Guidewire
1012272-20,8717648138300,TREK Coronary Dilatation Catheter 2.50 mm x 20 mm / Rapid-Exchange
M1012274-20,No Primary DI Number found,No description found
101227215,8717648138294,TREK Coronary Dilatation Catheter 2.50 mm x 15 mm / Rapid-Exchange
1012451-12,8717648151972,NC TREK Coronary Dilatation Catheter 3.5 mm x 12 mm / Rapid-Exchange
1500400-18,No Primary DI Number found,No description found
SL-S1005-2,No Primary DI Number found,No description found
NTH-RFDEUS,No Primary DI Number found,No description found
S-2020-RP,5415067021939,No Description
NAF-RI1149,No Primary DI Number found,No description found
1012276-12,8717648138560,TREK Coronary Dilatation Catheter 3.50 mm x 12 mm / Rapid-Exchange
1120350-23 MCA ABBOTT,869164000000,No Description
1500350-15 MCA ABBOTT,869164000000,No Description
1012451-20 MCA ABBOTT,869164000000,No Description
1012276-15,8717648138577,TREK Coronary Dilatation Catheter 3.50 mm x 15 mm / Rapid-Exchange
1012449-15,8717648151873,NC TREK Coronary Dilatation Catheter 3.0 mm x 15 mm / Rapid-Exchange
1012270-20,8717648138164,MINI TREK Coronary Dilatation Catheter 2.0 mm x 20 mm / Rapid-Exchange
1012451-15,8717648151989,NC TREK Coronary Dilatation Catheter 3.5 mm x 15 mm / Rapid-Exchange
150040015,No Primary DI Number found,No description found
SG16150,No Primary DI Number found,No description found
CD2359-40QC,No Primary DI Number found,No description found
401624 MCA ST.JUDE MED,869164000000,No Description
SG1605,8800015938037,No Description
B2060-040,8717648155260,Armada 35 PTA Catheter 6 mm x 40 mm x 135 cm / Over-The-Wire
 A701125 MCA.ST.JUDE MEDICAL,5415067011114,No Description
A18H078,No Primary DI Number found,No description found
SN3020 MCA SPINAL CONSEPT,869164000000,No Description
SG1610,8800015938075,No Description
 407206 MCA.ST. JUDE MEDICAL,10884389264942,ST. JUDE DRESSING TRAY
SG1604A,No Primary DI Number found,No description found
45379040E,No Primary DI Number found,No description found
610133,10841436103166,Sterile needle guide with (14 x 61cm) flat-folded CIV-Flex™ cover
m355/c2,5051700020398,No Description
6L61-10ARC,No Primary DI Number found,No description found
2P25-25,No Primary DI Number found,No description found
2P25-01,No Primary DI Number found,No description found
2P25-10,No Primary DI Number found,No description found
8D06-27,No Primary DI Number found,No description found
8D06-02ARC,No Primary DI Number found,No description found
8D06-11ARC,No Primary DI Number found,No description found
6L61-25ARC,No Primary DI Number found,No description found
6L61-01ARC,No Primary DI Number found,No description found
1P06-02,380740081911,ARCHITECT Transplant Pretreatment Tubes
1L77-25,380740001377,ARCHITECT Tacrolimus Reagent Kit
1P30-27,No Primary DI Number found,No description found
4J27-27ARC,No Primary DI Number found,No description found
1L77-55,380740001384,ARCHITECT Tacrolimus Whole Blood Precipitation Reagent
1L77-01,380740001360,ARCHITECT Tacrolimus Calibrators
2G22-25,No Primary DI Number found,No description found
7K78-25,380740014964,ARCHITECT Total Beta hCG Reagent Kit (100T)
4D19-01,380740007065,ABBOTT ARCHITECT Replacement Caps
2G22-10,No Primary DI Number found,No description found
6C37-27,No Primary DI Number found,No description found
1P34-25,380740001803,ARCHITECT iPhenytoin Reagent Kit
2P49-25,No Primary DI Number found,No description found
6C37-10,No Primary DI Number found,No description found
7C15-02,No Primary DI Number found,No description found
6C54-58,380740009601,ARCHITECT CONCENTRATED WASH BUFFER
7C14-01,380740012465,ABBOTT ARCHITECT Sample Cups
 ,No Primary DI Number found,No description found
6C30-25,No Primary DI Number found,No description found
6C37-01,No Primary DI Number found,No description found
2G22-01,No Primary DI Number found,No description found
7K78-01,380740014933,ARCHITECT Total Beta hCG Calibrators
6C30-01,No Primary DI Number found,No description found
4D18-03,380740007058,ARCHITECT SEPTUM
1P35-25,380740001827,ARCHITECT iValproic Acid Reagent Kit
4J27-12ARC,No Primary DI Number found,No description found
6C55-60,380740009625,ARCHITECT TRIGGER SOLUTION
4J27-03ARC,No Primary DI Number found,No description found
6E23-65,No Primary DI Number found,No description found
2P49-10,No Primary DI Number found,No description found
6C30-10,No Primary DI Number found,No description found
1L56-40,380740001193,ARCHITECT Probe Conditioning Solution
1P34-01,380740001797,ARCHITECT iPhenytoin Calibrators
2P49-01,No Primary DI Number found,No description found
1P33-25,380740001780,ARCHITECT iPhenobarbital Reagent Kit
7D82-50,380740013066,ARCHITECT Multi -Assay Manual Diluent
1P30-01,380740001711,ARCHITECT iVancomycin Calibrators
1P33-01,380740001773,ARCHITECT iPhenobarbital Calibrators
1P31-25,380740001742,ARCHITECT iGentamicin Reagent Kit
1P31-01,380740001735,ARCHITECT iGentamicin Calibrators
6C34-10,No Primary DI Number found,No description found
8L44-25,No Primary DI Number found,No description found
6C33-10,No Primary DI Number found,No description found
2K47-10,380740003463,ARCHITECT Anti-TPO Controls
14411001,7333066001173,"ImmunoCAP Allergen e5, Dog dander"
4J27-32,No Primary DI Number found,No description found
14420001,7333066001975,"ImmunoCAP Allergen tx4, Tree pollen"
10920201,7333066019505,Contains two bottles each of Washing Solution Additive and Washing Solution Concentrate for use with Phadia instruments.
1L71-25,380740001254,ARCHITECT Homocysteine Reagent Kit
14418301,7333066001821,"ImmunoCAP Allergen f26, Pork"
14412801,No Primary DI Number found,No description found
14418101,7333066001807,"ImmunoCAP Allergen f24, Shrimp"
14481501,7333066004273,"ImmunoCAP Allergen f235, Lentil"
2K46-20,380740003432,ARCHITECT Anti-Tg  Reagent Kit
14482601,7333066004389,"ImmunoCAP Allergen f245, Egg"
14419501,7333066001920,"ImmunoCAP Allergen wx1, Weed pollen"
81102001,840606146487,"LUCENTÂ® L EXTENSION, 2, SMALL"
14416301,7333066001623,"ImmunoCAP Allergen gx1, Grass pollen"
14410701,7333066001142,"ImmunoCAP Allergen d1, House dust mite"
14422801,7333066002255,"ImmunoCAP Allergen t11, Maple leaf sycamore, London plane"
14451101,7333066004051,"ImmunoCAP Allergen k82, Latex"
14411301,7333066001203,"ImmunoCAP Allergen f4, Wheat"
14519401,No Primary DI Number found,No description found
14434601,7333066003269,"ImmunoCAP Allergen f96, Avocado"
14418201,7333066001814,"ImmunoCAP Allergen f25, Tomato"
14452201,7333066004105,"ImmunoCAP Allergen f76, Allergen component nBos d 4 Alpha-lactalbumin, Milk"
14410801,7333066001159,"ImmunoCAP Allergen d2, House dust mite"
14411501,7333066001210,"ImmunoCAP Allergen f14, Soybean"
14417901,7333066001784,"ImmunoCAP Allergen f20, Almond"
14433401,7333066003139,"ImmunoCAP Allergen f92, Banana"
6C34-25,No Primary DI Number found,No description found
6C32-10,No Primary DI Number found,No description found
6C29-27,No Primary DI Number found,No description found
8L44-10,No Primary DI Number found,No description found
10931601,No Primary DI Number found,No description found
2K47-20,No Primary DI Number found,No description found
1L71-10,380740001230,ARCHITECT Homocysteine Controls
2P25-35,No Primary DI Number found,No description found
14416101,7333066001609,"ImmunoCAP Allergen t1, Box-elder"
14433501,7333066003146,"ImmunoCAP Allergen f93, Cacao"
14421301,7333066002101,"ImmunoCAP Allergen f37, Blue mussel"
14519601,7333066008172,"ImmunoCAP Allergen f309, Chick pea"
14420901,7333066002064,"ImmunoCAP Allergen f27, Beef"
14412401,7333066001296,"ImmunoCAP Allergen f8, Maize, Corn"
14416401,7333066001630,"ImmunoCAP Allergen c1, Penicilloyl G"
6C32-25,No Primary DI Number found,No description found
14411201,7333066001197,"ImmunoCAP Allergen f2, Milk"
6C34-01,No Primary DI Number found,No description found
7C18-01,No Primary DI Number found,No description found
1L76-25,380740001346,ARCHITECT Sirolimus Reagent Kit
6L61-30,No Primary DI Number found,No description found
10954601,No Primary DI Number found,No description found
6C29-10,No Primary DI Number found,No description found
7C18-10,No Primary DI Number found,No description found
14410901,7333066001166,"ImmunoCAP Allergen e1, Cat dander"
8D06-42,No Primary DI Number found,No description found
9527-40,No Primary DI Number found,No description found
1L76-55,380740001353,ARCHITECT Sirolimus Whole Blood Precipitation Reagent
7C18-41,No Primary DI Number found,No description found
2K46-10,380740003425,ARCHITECT Anti-Tg Controls
14412601,7333066001319,"ImmunoCAP Allergen f13, Peanut"
2G22-30,No Primary DI Number found,No description found
6C33-01,No Primary DI Number found,No description found
SB4541-1,No Primary DI Number found,No description found
14418001,7333066001791,"ImmunoCAP Allergen f23, Crab"
6C37-32,No Primary DI Number found,No description found
14441701,7333066003733,ImmunoCAP Specific IgE Anti-IgE
6C32-01,No Primary DI Number found,No description found
10942201,7333066019635,Contains six bottles each of Washing Solution Additive and Washing Solution Concentrate for use with Phadia instruments.
10944001,No Primary DI Number found,No description found
1L71-01,380740001223,ARCHITECT Homocysteine Calibrators
14482001,7333066004327,"ImmunoCAP Allergen f207, Clam"
14421401,7333066002118,"ImmunoCAP Allergen f40, Tuna"
14433701,7333066003160,"ImmunoCAP Allergen f95, Peach"
14481801,7333066004303,"ImmunoCAP Allergen f284, Turkey meat"
14421501,7333066002125,"ImmunoCAP Allergen f41, Salmon"
14417501,7333066001746,"ImmunoCAP Allergen f10, Sesame seed"
14427701,7333066002712,"ImmunoCAP Allergen ex71, Feathers"
