Product - ERP Catalog Number,Primary DI Number,Description
SK 3512-14,4042409205033,"Cortical Screw 3.5, small head, self-tapping, L 14"
SK3510-30-,No Primary DI Number found,No description found
SP 3825-36,4042409234064,"LOQTEQ® Cancellous Screw 3.8, T15, L 36"
SK 3525-28,4042409202995,"LOQTEQ® Cortical Screw 3.5, T15, self-tapping, L 28"
SK 3525-30,4042409203008,"LOQTEQ® Cortical Screw 3.5, T15, self-tapping, L 30"
SP,20815611021023,"This kit contains two (2) devices:  
1) IontoPatch: Primary DI Number, 10815611020029
2) Saline: Primary DI Number, 04026704396047
The IontoPatch is single use and disposable.  The patch is used in conjunction with the saline."
2512-14-2,4042409261282,"Cortical Screw 2.5, small head T8, self-tapp. L 14"
02-03-2511,7640178972841,PADDLE DISTRACTOR
SP3825-40-2,No Primary DI Number found,No description found
SK3510-28-2,No Primary DI Number found,No description found
SK3525-26-2,No Primary DI Number found,No description found
SK3525-28-2,No Primary DI Number found,No description found
SK3510-32-,No Primary DI Number found,No description found
SK3512-30-2,No Primary DI Number found,No description found
SK 2530-14,4042409362989,"LOQTEQ® VA Cortical Screw 2.5, T8, L 14 Titanium"
2410-35,889024062214,No Description
IU,10888277253919,ANESTHESIA IU
PG,10193489078022,TD2 PG
SK3526-18-2,No Primary DI Number found,No description found
SK3526-12-2,No Primary DI Number found,No description found
PA,643169978539,WAND 777-120BT 20MM DISPOSABLE
SK3510-36-,No Primary DI Number found,No description found
PG3553-09-2,No Primary DI Number found,No description found
PG3553-06-2,No Primary DI Number found,No description found
SK3525-24-2,No Primary DI Number found,No description found
SK3526-38-2,No Primary DI Number found,No description found
SK3512-26-2,No Primary DI Number found,No description found
SK3512-32-2,No Primary DI Number found,No description found
PG3553-04-2,No Primary DI Number found,No description found
SK3512-14-2,No Primary DI Number found,No description found
SK3512-12-2,No Primary DI Number found,No description found
SK3512-20-2,No Primary DI Number found,No description found
02-08-3522,4042409262913,"LOQTEQ® Dist. Anterolat. Tibia Plate 3.5, 8 holes L 131, L"
SK3512-16-2,No Primary DI Number found,No description found
SK2512-24-2,No Primary DI Number found,No description found
SK3512-36-2,No Primary DI Number found,No description found
SK3512-24-2,No Primary DI Number found,No description found
SK3512-22-2,No Primary DI Number found,No description found
SK 4512-34-2  MCA AAP IMPLANTATE AG,869164000000,No Description
SK3526-16-2,No Primary DI Number found,No description found
SK3526-20-2,No Primary DI Number found,No description found
PA3562-04-2,No Primary DI Number found,No description found
SK3512-45-2,No Primary DI Number found,No description found
SK3512-50-2,No Primary DI Number found,No description found
SK3512-60-2,No Primary DI Number found,No description found
PA3561-08-2,No Primary DI Number found,No description found
SK3512-34-2,No Primary DI Number found,No description found
PG 3555-07-2 MCA APP,869164000000,No Description
SK3526-22-2,No Primary DI Number found,No description found
SK-2530-16-2,No Primary DI Number found,No description found
2530-20-2,4042409363016,"LOQTEQ® VA Cortical Screw 2.5, T8, L 20 Titanium"
SK-2512-12-2,No Primary DI Number found,No description found
SK3525-18-2,No Primary DI Number found,No description found
PH3510-05-2,No Primary DI Number found,No description found
SP3825-44-2,No Primary DI Number found,No description found
SP3825-46-2,No Primary DI Number found,No description found
IU7427-18,No Primary DI Number found,No description found
SP3825-34-2,No Primary DI Number found,No description found
SP3825-30-2,No Primary DI Number found,No description found
SP 3825-38,4042409234071,"LOQTEQ® Cancellous Screw 3.8, T15, L 38"
SK3510-18-,No Primary DI Number found,No description found
IU7427-22,No Primary DI Number found,No description found
SK3510-20-,No Primary DI Number found,No description found
SK 4525-36-2 MCA AAP IMPLANTATE AG,869164000000,No Description
TC65080,8800015915038,No Description
SK3525-18-2 MCA AAP IMPLANTATE,869164000000,No Description
SK 3525-20-2 MCA AAP IMPLANTATE,869164000000,No Description
SK3525-22-2,No Primary DI Number found,No description found
02-12-3510,4042409234019,"LOQTEQ® Prox. Humerus Plate 3.5, 12 holes, L 195"
SK3510-24-2,No Primary DI Number found,No description found
SK3510-38-2,No Primary DI Number found,No description found
PR-3550-07-2,No Primary DI Number found,No description found
SK-3526-24-2,No Primary DI Number found,No description found
SK3526-30-2,No Primary DI Number found,No description found
SK-4525-24-2,No Primary DI Number found,No description found
PF,853538008525,No Description
SK4525-75-2,No Primary DI Number found,No description found
4525-80-2,4042409205873,"LOQTEQ® Cortical Screw 4.5, T25, self-tapping, L 80"
SK4525-42-2,No Primary DI Number found,No description found
SK-4525-55-2,No Primary DI Number found,No description found
4525-85-2,4042409205880,"LOQTEQ® Cortical Screw 4.5, T25, self-tapping, L 85"
PF-4510-07-2,No Primary DI Number found,No description found
SK 3525-32,4042409203015,"LOQTEQ® Cortical Screw 3.5, T15, self-tapping, L 32"
SK4512-45-2,No Primary DI Number found,No description found
SK3510-34-2,No Primary DI Number found,No description found
PR,D948PBXPRN251,".07v taper NiTi reciprocating endodontic file, size primary, 25mm length"
PU,L502BSB2158,"Anti-PU.1 is a rabbit monoclonal antibody derived from cell culture supernatant that is concentrated, dialyzed, filter sterilized and diluted in buffer pH 7.5"
I4C-0055 MCA AAP IMPLANTATE,869164000000,No Description
SK3526-60-2,No Primary DI Number found,No description found
PR3550-09-2,No Primary DI Number found,No description found
C6.28180,No Primary DI Number found,No description found
SK2530-24-2,No Primary DI Number found,No description found
2512-16-2,4042409261299,"Cortical Screw 2.5, small head T8, self-tapp. L 16"
SK 3510-20-2 MCA APP.,869164000000,No Description
11FK45,No Primary DI Number found,No description found
14FK20,No Primary DI Number found,No description found
41FK11,No Primary DI Number found,No description found
004J7175,No Primary DI Number found,No description found
004J7180,No Primary DI Number found,No description found
004J7145,No Primary DI Number found,No description found
9N77080,No Primary DI Number found,No description found
004J7110,No Primary DI Number found,No description found
004J7117,No Primary DI Number found,No description found
004J7120,No Primary DI Number found,No description found
004J7130,No Primary DI Number found,No description found
004J7170,No Primary DI Number found,No description found
9N77090,No Primary DI Number found,No description found
006K1224,No Primary DI Number found,No description found
004J7160,No Primary DI Number found,No description found
 003P85025 MCA ABBOT,869164000000,No Description
003P88025,No Primary DI Number found,No description found
41FK10,No Primary DI Number found,No description found
006P23025 MCA ABBOT,869164000000,No Description
009P31025 MCA ABBOTT,869164000000,No Description
710030,840733101779,"The ImmunoCard H. pylori enzyme immunoassay (EIA) is an in vitro qualitative procedure for the detection of IgG to Helicobacter pylori in human serum, plasma, or whole blood.  Test results are intended to aid in the diagnosis of H. pylori infection.  The ImmunoCard H. pylori assay may be performed in clinical laboratories and physician's offices."
19FK32,No Primary DI Number found,No description found
003P85025,No Primary DI Number found,No description found
46fk10,No Primary DI Number found,No description found
2078175,8717648176685,"Hi-Torque Command ES Guide Wire .014"" 300 cm"
C408536,5414734030403,Introducer; 6F-ACT
401764,5414734022521,No Description
610133,887482112854,"Symmetry® Forceps, Juers Crimper, Bayonet Left, 7 mm Delicate Jaw, 75 mm Shaft, 5 1/4 in"
CDS0601-XTR,8717648226366,MitraClip XTR Clip Delivery System
1009666,8717648118739,HI-TORQUE BALANCE MIDDLEWEIGHT UNIVERSAL II Guide Wire Straight Tip Pak w/o Markers  190 cm
1009666J,8717648118777,HI-TORQUE BALANCE MIDDLEWEIGHT UNIVERSAL II Guide Wire J Tip Pak w/o Markers  190 cm
1010482-H,8717648073892,HI-TORQUE PILOT 200 Guide Wire .014 Straight Tip 3.0 cm x 190 cm
1011834HJ,8717648116094,HI-TORQUE WHISPER ES Guide Wire .014 J Tip 3.0 cm x 190 cm
79,4251725202385,FORCEPS WISDOMS #79
IBI-85641,5414734308755,Electrophysiology Cable
A701157,5415067011497,No Description
408310,5414734206105,No Description
EN0020-P,5415067041715,Surface Electrode Kit
408314,5414734206181,No Description
85785,5414734258616,Irrigation Pump Tubing Set
D-AVHD-DF16,10841898130731,"Advisor HD Grid Sensor Enabled High Density Mapping Catheter, 110 cm"
1013731,8717648212130,"Hi-Torque Command 18 ST Guide Wire .018"" 10 cm / 4 g, 300 cm"
2078173,8717648176661,"Hi-Torque Command Guide Wire .014"" 300 cm"
-610133,5700574033828,SureFISH Xp11.22 123kb RD6
610132,887482112830,"Symmetry® Forceps, Bellucci Alligator, 8.0 mm Jaws, Finely Serrated, 75 mm Shaft, 5 1/4 in"
406116,5414734013970,No Description
1012272-15,8717648138294,TREK Coronary Dilatation Catheter 2.50 mm x 15 mm / Rapid-Exchange
401641,10649111091186,SCREW DRIVER PHILIPS 8 INCHES
4051L,840096200256,No Description
PM2272,5414734509589,Pulse Generator
407206,10649111168475,"BRUNS CURETTE OVAL #2 STR 9"""
D-AVSE-CBL22,7613327494259,"Reusable Sensor Enabled Diagnostic Catheter Cable, 22 pin"
IBI-81202,5414734303439,No Description
IBI-85931,5414734309172,No Description
C408646,183739000654,Imaging Catheter
1012270-20,8717648138164,MINI TREK Coronary Dilatation Catheter 2.0 mm x 20 mm / Rapid-Exchange
1012272-20,8717648138300,TREK Coronary Dilatation Catheter 2.50 mm x 20 mm / Rapid-Exchange
1011834H,8717648116100,HI-TORQUE WHISPER ES Guide Wire .014 StraightTip 3.0 cm x 190 cm
401642,10818207022414,No Description
#VALUE!,5700574033828,SureFISH Xp11.22 123kb RD6
2088TC,No Primary DI Number found,No description found
12673-05,No Primary DI Number found,No description found
405108,880304542211,No Description
405112,880304542181,No Description
407200,10649111167621,"BRUNS CURETTE OVAL #5-0 STR 9"""
406840,5414734203340,Transseptal Guiding Introducer
KIT-PDA2AS-03-04-L,No Primary DI Number found,No description found
19AHPJ-505,5414734005883,Aortic HP Rotatable Mechanical Heart Valve
1008189-15,8717648056819,VIATRAC 14 Plus Peripheral Dilatation Catheter 4.0 mm x 15 mm x 135 cm
82086-01,8717648010224,XACT Carotid Stent System 9.0 mm x 40 mm Tapered
1500350-28,No Primary DI Number found,No description found
1500300-23,No Primary DI Number found,No description found
EN0010,No Primary DI Number found,No description found
1012449-20,8717648151880,NC TREK Coronary Dilatation Catheter 3.0 mm x 20 mm / Rapid-Exchange
1500350-15,No Primary DI Number found,No description found
1013753,8717648211980,"Hi-Torque Command 18 LT Guide Wire .018"" 25 cm / 4 g, 300 cm"
KIT-PDA2AS-05-04-L,No Primary DI Number found,No description found
1012270-12,8717648138140,MINI TREK Coronary Dilatation Catheter 2.0 mm x 12 mm / Rapid-Exchange
IBI-85953,5414734309318,No Description
IBI-81472,5414734304306,No Description
401972,5414734206600,No Description
401908,5414734202558,No Description
1012451-15,8717648151989,NC TREK Coronary Dilatation Catheter 3.5 mm x 15 mm / Rapid-Exchange
1458Q,No Primary DI Number found,No description found
410213,4048551161159,"THUDICHUM Speculum, 12.5 x 8 mm"
402543,No Primary DI Number found,No description found
IBI-85954,5414734309332,No Description
IBI-81102,5414734302968,No Description
402124,B095402124,H2 FLAT CUT TALAR COMPONENT LEFT - SIZE 4
1012453-15,8717648152078,NC TREK Coronary Dilatation Catheter 4.0 mm x 15 mm / Rapid-Exchange
1012276-20,8717648138584,TREK Coronary Dilatation Catheter 3.50 mm x 20 mm / Rapid-Exchange
401980,5414734206679,No Description
IBI-83365,5414734306928,Ablation Catheter
401451,10841898114267,"Supreme Diagnostic EP Catheter, 6F"
1008197-20,8717648057144,VIATRAC 14 Plus Peripheral Dilatation Catheter 6.0 mm x 20 mm x 135 cm
85931,10686864044274,AMD-RITMED NEURO SPONGE DOUBLE STRUNG X-R DETECTABLE 1 X 3 Inch
NCB-30020,No Primary DI Number found,No description found
9-GW-002,811806010724,Guidewire
1012269-15,8717648138102,MINI TREK Coronary Dilatation Catheter 1.50 mm x 15 mm / Rapid-Exchange
1012274-20,8717648138447,TREK Coronary Dilatation Catheter 3.0 mm x 20 mm / Rapid-Exchange
1012451-20,8717648151996,NC TREK Coronary Dilatation Catheter 3.5 mm x 20 mm / Rapid-Exchange
1012270-15,8717648138157,MINI TREK Coronary Dilatation Catheter 2.0 mm x 15 mm / Rapid-Exchange
1012447-15,8717648151767,NC TREK Coronary Dilatation Catheter 2.5 mm x 15 mm / Rapid-Exchange
1012449-15,8717648151873,NC TREK Coronary Dilatation Catheter 3.0 mm x 15 mm / Rapid-Exchange
21AHPJ-505,5414734006002,Aortic HP Rotatable Mechanical Heart Valve
B2080-080,8717648155451,Armada 35 PTA Catheter 8 mm x 80 mm x 135 cm / Over-The-Wire
C12059,5415067025715,Guidewire
 RFDE-10,5415067029027,Disposable Radiofrequency Electrode
45704028E,No Primary DI Number found,No description found
47180000E,No Primary DI Number found,No description found
45708120E,No Primary DI Number found,No description found
45718026E,No Primary DI Number found,No description found
45701055E,No Primary DI Number found,No description found
45702000E,No Primary DI Number found,No description found
406120,5414734008266,No Description
1074325-33,8717648162473,XIENCE Xpedition LL Everolimus Eluting Coronary Stent System 3.25 mm x 33 mm / Rapid-Exchange
2088TC-52,5414734502887,Pacing Lead
CD2359-40QC,No Primary DI Number found,No description found
404570,5414734004503,No Description
405116,880304542204,No Description
4051A,No Primary DI Number found,No description found
MP1172,No Primary DI Number found,No description found
ICO-T402,No Primary DI Number found,No description found
PM2172,5414734509602,Pulse Generator
PM1172,5414734509596,Pulse Generator
003P76025 MCA ABBOTT,869164000000,No Description
IBI-83719,5414734308335,Ablation Catheter
1948/58,E23519480,Ceramage F-Gum-R
S-1505,10885403175497,"SHADOW-LINE SPINAL DISTRACTION DRILL GUIDE, RIGHT FOR S-0087, S-0104 & S-0109"
1011838,8717648144103,HI-TORQUE PROGRESS 80 Guide Wire .014 Straight Tip 3.0cm x 190 cm
CD2357-40QC,5414734508087,Tiered-therapy cardioverter/defibrillator VVEV VVIR
A701125,5415067011114,No Description
1074250-23,8717648162152,XIENCE Xpedition Everolimus Eluting Coronary Stent System 2.50 mm x 23 mm / Rapid-Exchange
1120275-23,No Primary DI Number found,No description found
M1012274-20,No Primary DI Number found,No description found
1120400-23,No Primary DI Number found,No description found
101227215,8717648138294,TREK Coronary Dilatation Catheter 2.50 mm x 15 mm / Rapid-Exchange
1012449-20 MCA ABBOTT,869164000000,No Description
1120300-28,No Primary DI Number found,No description found
1012272-12,8717648138287,TREK Coronary Dilatation Catheter 2.50 mm x 12 mm / Rapid-Exchange
1012451-08,8717648151965,NC TREK Coronary Dilatation Catheter 3.5 mm x 8 mm / Rapid-Exchange
1012447-20,8717648151774,NC TREK Coronary Dilatation Catheter 2.5 mm x 20 mm / Rapid-Exchange
1009666T,No Primary DI Number found,No description found
1010481-H,8717648073878,HI-TORQUE PILOT 150 Guide Wire .014 Straight Tip 3.0 cm x 190 cm
1012449-12 MCA ABBOTT,869164000000,No Description
1012453-20,8717648152085,NC TREK Coronary Dilatation Catheter 4.0 mm x 20 mm / Rapid-Exchange
9-ACP2-010-028,811806013503,Left Atrial Appendage Occluder
DS-TV45X45-14F-080,No Primary DI Number found,No description found
NAF-RI1149,No Primary DI Number found,No description found
PRT-29,5415067012500,Transcatheter Heart Valve
5 FR1.67MM,5700574033828,SureFISH Xp11.22 123kb RD6
A18H078,No Primary DI Number found,No description found
1515.40014,No Primary DI Number found,No description found
SG1605,8800015938037,No Description
A18H077,No Primary DI Number found,No description found
B2050-200,8717648155239,Armada 35 LL PTA Catheter 5 mm x 200 mm x 135 cm / Over-The-Wire
B2100-080,8717648155536,Armada 35 PTA Catheter 10 mm x 80 mm x 135 cm / Over-The-Wire
1008193-20,8717648056987,VIATRAC 14 Plus Peripheral Dilatation Catheter 5.0 mm x 20 mm x 135 cm
1008193-15,8717648056970,VIATRAC 14 Plus Peripheral Dilatation Catheter 5.0 mm x 15 mm x 135 cm
SG16150,No Primary DI Number found,No description found
SG1607 MCA SPINAL CONSEPT,869164000000,No Description
A18H079,No Primary DI Number found,No description found
SG16085,No Primary DI Number found,No description found
KIT-PDA-003,No Primary DI Number found,No description found
1010480-H,8717648073854,HI-TORQUE PILOT 50 Guide Wire .014 Straight Tip 3.0 cm x 190 cm
1014263-150,No Primary DI Number found,No description found
1500350-38,No Primary DI Number found,No description found
1500250-28,No Primary DI Number found,No description found
1500250-23,No Primary DI Number found,No description found
EN0010/100003331,No Primary DI Number found,No description found
SN3020 MCA SPINAL CONSEPT,869164000000,No Description
SG1610,8800015938075,No Description
SG1604A,No Primary DI Number found,No description found
m355/c2,5051700020398,No Description
2G22-01,No Primary DI Number found,No description found
6L61-25ARC,No Primary DI Number found,No description found
4J27-27ARC,No Primary DI Number found,No description found
2G22-25,No Primary DI Number found,No description found
6C37-27,No Primary DI Number found,No description found
4J27-12ARC,No Primary DI Number found,No description found
8D06-11ARC,No Primary DI Number found,No description found
2P25-25,No Primary DI Number found,No description found
8D06-27,No Primary DI Number found,No description found
7C15-02,No Primary DI Number found,No description found
 ,No Primary DI Number found,No description found
6C55-60,380740009625,ARCHITECT TRIGGER SOLUTION
2G22-10,No Primary DI Number found,No description found
6C37-10,No Primary DI Number found,No description found
7K78-25,380740014964,ARCHITECT Total Beta hCG Reagent Kit (100T)
14411201,7333066001197,"ImmunoCAP Allergen f2, Milk"
14419501,7333066001920,"ImmunoCAP Allergen wx1, Weed pollen"
14420001,7333066001975,"ImmunoCAP Allergen tx4, Tree pollen"
14416301,7333066001623,"ImmunoCAP Allergen gx1, Grass pollen"
14519401,No Primary DI Number found,No description found
10920201,7333066019505,Contains two bottles each of Washing Solution Additive and Washing Solution Concentrate for use with Phadia instruments.
14420901,7333066002064,"ImmunoCAP Allergen f27, Beef"
14410701,7333066001142,"ImmunoCAP Allergen d1, House dust mite"
14420401,7333066002019,"ImmunoCAP Allergen mx1, Moulds"
14482601,7333066004389,"ImmunoCAP Allergen f245, Egg"
81102001,840606146487,"LUCENTÂ® L EXTENSION, 2, SMALL"
14410901,7333066001166,"ImmunoCAP Allergen e1, Cat dander"
14412601,7333066001319,"ImmunoCAP Allergen f13, Peanut"
14411301,7333066001203,"ImmunoCAP Allergen f4, Wheat"
SB4541-1,No Primary DI Number found,No description found
14451101,7333066004051,"ImmunoCAP Allergen k82, Latex"
14410801,7333066001159,"ImmunoCAP Allergen d2, House dust mite"
14422801,7333066002255,"ImmunoCAP Allergen t11, Maple leaf sycamore, London plane"
14411001,7333066001173,"ImmunoCAP Allergen e5, Dog dander"
10931601,No Primary DI Number found,No description found
14433501,7333066003146,"ImmunoCAP Allergen f93, Cacao"
14418101,7333066001807,"ImmunoCAP Allergen f24, Shrimp"
14519601,7333066008172,"ImmunoCAP Allergen f309, Chick pea"
14412401,7333066001296,"ImmunoCAP Allergen f8, Maize, Corn"
14418501,7333066001845,"ImmunoCAP Allergen f83, Chicken"
14421501,7333066002125,"ImmunoCAP Allergen f41, Salmon"
14481501,7333066004273,"ImmunoCAP Allergen f235, Lentil"
14411901,7333066001258,"ImmunoCAP Allergen m3, Aspergillus fumigatus"
14441701,7333066003733,ImmunoCAP Specific IgE Anti-IgE
14411501,7333066001210,"ImmunoCAP Allergen f14, Soybean"
14452201,7333066004105,"ImmunoCAP Allergen f76, Allergen component nBos d 4 Alpha-lactalbumin, Milk"
14481801,7333066004303,"ImmunoCAP Allergen f284, Turkey meat"
14412801,No Primary DI Number found,No description found
14421301,7333066002101,"ImmunoCAP Allergen f37, Blue mussel"
14418001,7333066001791,"ImmunoCAP Allergen f23, Crab"
14433701,7333066003160,"ImmunoCAP Allergen f95, Peach"
14421401,7333066002118,"ImmunoCAP Allergen f40, Tuna"
10942201,7333066019635,Contains six bottles each of Washing Solution Additive and Washing Solution Concentrate for use with Phadia instruments.
10944001,No Primary DI Number found,No description found
10931201,No Primary DI Number found,No description found
14417901,7333066001784,"ImmunoCAP Allergen f20, Almond"
14434601,7333066003269,"ImmunoCAP Allergen f96, Avocado"
10954601,No Primary DI Number found,No description found
14427701,7333066002712,"ImmunoCAP Allergen ex71, Feathers"
14482001,7333066004327,"ImmunoCAP Allergen f207, Clam"
10945901,No Primary DI Number found,No description found
14433401,7333066003139,"ImmunoCAP Allergen f92, Banana"
SB4540,No Primary DI Number found,No description found
14418201,7333066001814,"ImmunoCAP Allergen f25, Tomato"
14418301,7333066001821,"ImmunoCAP Allergen f26, Pork"
14416401,7333066001630,"ImmunoCAP Allergen c1, Penicilloyl G"
14416101,7333066001609,"ImmunoCAP Allergen t1, Box-elder"
901956,818087020299,"Shrouded Deca Extension Cable, Steerable 10 pole, Black, Reusable"
901950,818087020329,"Shrouded Quad Extension Cable, Black, Reusable"
901444,841549107924,"Component that is attached to implant to protect hex, mating surface area and internal threads of implants. A cover screw closes off the inside threads of a dental implant during the period of bone healing and implant integration. Healed gingival tissue covers the cover screw and implant. Available as an Internal Hex Cover Screw and on Regular and Narrow Platforms."
901717,818087020077,"Steerable Decapolar Catheter, Multi-Purpose D Curve-SL"
901707,818087020091,"Steerable Decapolar Catheter, Multi-Purpose D Curve-SL"
901458,841549108051,"Designed for both transitional and long-term denture stabilization, the ERA Micro Dental Implant features the capability to correct implant mis-angulation. Four unique angle options offer flexibility to achieve the desired path of insertion for denture stabilization, even when implants are placed in narrow, resorbed ridges. The ERA implant enables the transitional function of a denture during the osseointegration of traditional implants, as well as long term, affordable chairside denture stabilization.This multi-dimensional system comprises the ERA implant, prosthetic components, including the angulation-correction, vertically resilient properties of the ERA Attachments. Available in two styles One-Piece, 0° Micro Head and Two-Piece angle correction. Angle correction available in 0°, 5°, 11°, 17°, 23° and 30°. Intended for For surgical implantation in the maxillary or mandibular arch to support dental restorations such as artificial teeth, in order to restore the patient’s chewing function. Intended for long-term as well as temporary surgical implantation in the bone of the patient’s upper or lower arch to provide immediate load or delayed load of prosthetic systems."
901459,841549108068,"Designed for both transitional and long-term denture stabilization, the ERA Micro Dental Implant features the capability to correct implant mis-angulation. Four unique angle options offer flexibility to achieve the desired path of insertion for denture stabilization, even when implants are placed in narrow, resorbed ridges. The ERA implant enables the transitional function of a denture during the osseointegration of traditional implants, as well as long term, affordable chairside denture stabilization.This multi-dimensional system comprises the ERA implant, prosthetic components, including the angulation-correction, vertically resilient properties of the ERA Attachments. Available in two styles One-Piece, 0° Micro Head and Two-Piece angle correction. Angle correction available in 0°, 5°, 11°, 17°, 23° and 30°. Intended for For surgical implantation in the maxillary or mandibular arch to support dental restorations such as artificial teeth, in order to restore the patient’s chewing function. Intended for long-term as well as temporary surgical implantation in the bone of the patient’s upper or lower arch to provide immediate load or delayed load of prosthetic systems."
901443,841549107917,"Component that is attached to implant to protect hex, mating surface area and internal threads of implants. A cover screw closes off the inside threads of a dental implant during the period of bone healing and implant integration. Healed gingival tissue covers the cover screw and implant. Available as an Internal Hex Cover Screw and on Regular and Narrow Platforms."
BJ901441.OA,10653160289395,OA TRAY
3003,840937108246,Immunalysis Corporation JWH-018 Pentanoic Acid Control Set 10 ng/mL
AM-340,B866MAM3401,"STEEL, ELECTRIC, THREE SECTION, 40 IN WIDE TREATMENT TABLE WITH ADJUSTABLE HEAD SECTION, ADJUSTABLE FOOT SECTION, AND CASTERS"
M6275051,No Primary DI Number found,No description found
M8275099,849554002500,Vac Granufoam Silver Dressing Large Featuring Sensatrac Technology
M6275034,849554003279,VAC Whitefoam Dressing Large
